,index_x,term,name,crn,course_num,section,credits,time,prof,index_y,gpa,enrollment
6329,6329,201508,General Psychology,81833,PSYC 1101,F,3.0,2:05 pm - 2:55 pm,Christopher M  Stanzione ,2720.0,3.52,139.0
6330,6330,201508,General Psychology,83347,PSYC 1101,G,3.0,8:05 am - 9:25 am,Matthew Eric  Barrett ,2721.0,3.53,96.0
6331,6331,201508,General Psychology,83672,PSYC 1101,H,3.0,12:05 pm - 1:25 pm,Dianne   Leader ,2722.0,3.24,70.0
6332,6332,201508,General Psychology,83792,PSYC 1101,HP,3.0,11:05 am - 11:55 am,Paul Michel Bernard  Verhaeghen ,2723.0,3.81,36.0
6333,6333,201508,General Psychology,85994,PSYC 1101,PV,3.0,11:05 am - 11:55 am,Paul Michel Bernard  Verhaeghen ,2724.0,3.86,7.0
6334,6334,201508,Psychological Statistics,84651,PSYC 2020,A,4.0,9:35 am - 10:55 am,Davood   Tofighi ,2726.0,3.32,20.0
6335,6335,201508,Human Development,82620,PSYC 2103,A,3.0,12:05 pm - 1:25 pm,Jenny Lee  Singleton ,2727.0,3.49,87.0
6336,6336,201508,Social Psychology,80600,PSYC 2210,B,3.0,1:05 pm - 1:55 pm,Kathryn Mikel  Narciso ,2728.0,3.97,106.0
6337,6337,201508,Industrial/Organiz Psy,80601,PSYC 2220,A,3.0,9:35 am - 10:55 am,Rustin D  Meyer ,2729.0,3.46,44.0
6338,6338,201508,Abnormal Psychology,81630,PSYC 2230,A,3.0,3:05 pm - 4:25 pm,Dianne   Leader ,2730.0,3.2,83.0
6339,6339,201508,Personality Theory,83170,PSYC 2240,A,3.0,1:35 pm - 2:55 pm,Christopher M  Stanzione ,2731.0,3.33,71.0
6340,6340,201508,Engineering Psychology,80602,PSYC 2270,A,3.0,1:05 pm - 1:55 pm,Dar-Wei   Chen ,2732.0,3.71,39.0
6341,6341,201508,Cognitive Psychology,81834,PSYC 3011,A,4.0,1:05 pm - 1:55 pm,Mark Edward  Wheeler ,2741.0,3.06,17.0
6342,6342,201508,Intro Cognitive Psyc,85406,PSYC 3012,A,3.0,11:05 am - 11:55 am,Victor J  Ellingsen ,2742.0,2.61,27.0
6343,6343,201508,Biopsychology,80603,PSYC 3020,A,3.0,10:05 am - 10:55 am,Scott D  Moffat ,2743.0,3.11,29.0
6344,6344,201508,Exper Analys of Behavior,82544,PSYC 3031,A,4.0,9:35 am - 10:55 am,Marcus Jackson  Marr ,2744.0,3.5,10.0
6345,6345,201508,Sensation & Perception,88307,PSYC 3040,A,3.0,9:05 am - 9:55 am,Scott D  Moffat ,2745.0,3.2,66.0
6346,6346,201508,User Interface and Design,84315,PSYC 3750,A,3.0,5:05 pm - 6:25 pm,Melody Marie  Moore ,2746.0,3.5,10.0
6347,6347,201508,User Interface and Design,89690,PSYC 3750,B,3.0,2:05 pm - 2:55 pm,Gregory D  Abowd ,2747.0,4.0,9.0
6348,6348,201508,Intro-Cognitive Science,83708,PSYC 3790,A,3.0,1:35 pm - 2:55 pm,Rosa   Arriaga ,2748.0,3.8,5.0
6349,6349,201508,Behavioral Pharmacology,91134,PSYC 4100,A,3.0,10:05 am - 10:55 am,Audrey L  Duarte ,2749.0,3.39,25.0
6350,6350,201508,Psychology of Aging,84674,PSYC 4260,A,3.0,3:05 pm - 4:25 pm,Christopher K  Hertzog ,2750.0,3.45,11.0
6351,6351,201508,Special Topics,89592,PSYC 4803,RE,3.0,8:05 am - 9:25 am,Randall W  Engle ,2763.0,3.5,14.0
6352,6352,201508,Resp. Conduct Research,89668,PSYC 6000,PA,1.0,4:05 pm - 6:55 pm,Raquel Asencio  Hodge ,,,
6353,6353,201508,Cognitive Psychology,80605,PSYC 6011,A,3.0,12:05 pm - 1:25 pm,Daniel H.  Spieler ,2764.0,3.7,24.0
6354,6354,201508,Analysis of Behavior,82545,PSYC 6016,A,3.0,9:35 am - 10:55 am,Marcus Jackson  Marr ,2765.0,1.0,2.0
6355,6355,201508,Research Design,80607,PSYC 6018,A,3.0,4:05 pm - 6:55 pm,Jamie C  Gorman ,2766.0,3.94,18.0
6356,6356,201508,Statistical Analysis I,80608,PSYC 6019,A,5.0,1:35 pm - 3:25 pm,James S  Roberts ,2767.0,3.62,21.0
6357,6357,201508,Psyc Res Methods for HCI,86206,PSYC 6023,A,4.0,1:35 pm - 2:55 pm,Carrie Michael  Bruce ,2769.0,3.51,49.0
6358,6358,201508,Topics in Cog & Brain Sc,86095,PSYC 6040,A,1.0,12:00 pm - 12:55 pm,Daniel H.  Spieler ,,,
6359,6359,201508,Topics in Cog Aging,86096,PSYC 6041,A,1.0,12:00 pm - 12:55 pm,Audrey L  Duarte ,,,
6360,6360,201508,Engr Psyc Res Seminar,90056,PSYC 6043,A,1.0,12:00 pm - 12:55 pm,Rick P  Thomas ,,,
6361,6361,201508,Psyc of Aging,91136,PSYC 6060,A,3.0,3:05 pm - 4:25 pm,Christopher K  Hertzog ,2770.0,3.5,2.0
6362,6362,201508,Human-Computer Interact,80705,PSYC 6750,A,3.0,1:05 pm - 1:55 pm,Melody Marie  Moore ,,,
6363,6363,201508,HCI Prof Prep & Practice,87820,PSYC 6753,A,1.0,3:05 pm - 4:55 pm,Richard Lewis  Henneman ,2771.0,4.0,5.0
6364,6364,201508,Engineering Psy I,88306,PSYC 7101,A,3.0,9:35 am - 10:55 am,Rick P  Thomas ,2772.0,4.0,11.0
6365,6365,201508,Multivariate Statistics,83324,PSYC 7301,A,3.0,1:05 pm - 3:55 pm,James S  Roberts ,2783.0,3.35,24.0
6366,6366,201508,Seminar Cog & Brain,88825,PSYC 8080,DR,3.0,3:05 pm - 5:55 pm,Dobromir   Rahnev ,2786.0,3.75,8.0
6367,6367,201508,Teams and Collaboration,91783,PUBP 1142,WW,3.0,9:35 am - 10:55 am,John Wesley  Wynens ,2788.0,4.0,110.0
6368,6368,201508,Political Processes,85275,PUBP 2010,RB,3.0,10:35 am - 11:55 am,Richard Prescott  Barke ,2789.0,3.6,26.0
6369,6369,201508,Foundation-Public Policy,91006,PUBP 2012,CL,3.0,3:05 pm - 4:25 pm,Cheryl   Leggon ,2790.0,3.29,15.0
6370,6370,201508,Organizations and Policy,88359,PUBP 2030,MF,3.0,1:35 pm - 2:55 pm,Mary Frank  Fox ,2791.0,3.0,25.0
6371,6371,201508,US Constitutional Issues,87241,PUBP 3000,RP,3.0,12:05 pm - 1:25 pm,Robert   Pikowsky ,2795.0,3.21,16.0
6372,6372,201508,Policy Analysis,85973,PUBP 3030,BC,3.0,10:35 am - 11:55 am,Benjamin A  Chupp ,2796.0,3.55,20.0
6373,6373,201508,Stat Analysis-Pub Policy,85278,PUBP 3120,EM,3.0,9:35 am - 10:55 am,Emanuele   Massetti ,2797.0,3.0,19.0
6374,6374,201508,Environ Policy& Politics,88208,PUBP 3315,AF,3.0,9:05 am - 10:25 am,Alice   Favero ,2798.0,3.5,6.0
6375,6375,201508,Policy Task Force I,86579,PUBP 4010,KI,3.0,9:05 am - 11:55 am,Kimberley Roussin  Isett ,2800.0,3.4,6.0
6376,6376,201508,Internet & Public Policy,89127,PUBP 4111,HK,3.0,3:05 pm - 5:55 pm,Hans K  Klein ,2801.0,3.29,14.0
6377,6377,201508,Foundations Leadership,86580,PUBP 4140,WW,3.0,12:05 pm - 1:25 pm,John Wesley  Wynens ,2802.0,3.74,33.0
6378,6378,201508,Women and Public Policy,89130,PUBP 4212,CL,3.0,12:05 pm - 1:25 pm,Cheryl   Leggon ,2803.0,3.38,14.0
6379,6379,201508,Special Topics,89802,PUBP 4803,JY,3.0,10:35 am - 11:55 am,Jan Linker  Youtie ,,,
6380,6380,201508,Special Topics,91918,PUBP 4803,MT,3.0,6:05 pm - 8:55 pm,Robert   Pikowsky ,2808.0,4.0,6.0
6381,6381,201508,Special Topics,90116,PUBP 4803,PS,3.0,6:05 pm - 8:55 pm,Ana Isabel  Anton ,2809.0,3.5,2.0
6382,6382,201508,Special Topics,91107,PUBP 4813,GK,3.0,12:05 pm - 1:25 pm,Gordon A  Kingsley ,2810.0,3.38,9.0
6383,6383,201508,Special Topics,91207,PUBP 4813,RP,3.0,6:35 pm - 9:25 pm,Robert   Pikowsky ,2811.0,3.44,10.0
6384,6384,201508,Special Topics,91345,PUBP 4823,MM,3.0,3:05 pm - 5:55 pm,Milton L  Mueller ,2812.0,3.75,4.0
6385,6385,201508,Intro to Public Policy,81038,PUBP 6001,KH,1.0,11:05 am - 11:55 am,Kaye   Husbands ,2813.0,4.0,6.0
6386,6386,201508,Organization Theory,84210,PUBP 6014,A,3.0,12:05 pm - 1:25 pm,John   Walsh ,2814.0,3.83,12.0
6387,6387,201508,Policy Implement & Admin,89195,PUBP 6018,GK,3.0,3:05 pm - 4:25 pm,Gordon A  Kingsley ,2815.0,4.0,7.0
6388,6388,201508,Internet & Public Policy,89261,PUBP 6111,HK,3.0,3:05 pm - 5:55 pm,Hans K  Klein ,2816.0,3.9,11.0
6389,6389,201508,Research Dsgn-Polcy Sci,80743,PUBP 6112,MD,3.0,1:35 pm - 2:55 pm,Matej   Drev ,2817.0,4.0,6.0
6390,6390,201508,Applied Policy Methods,85279,PUBP 6114,JR,3.0,3:05 pm - 5:55 pm,Juan Douglas  Rogers ,2818.0,3.78,9.0
6391,6391,201508,Microecon-Policy Analy,89196,PUBP 6116,MD,3.0,9:35 am - 10:55 am,Matej   Drev ,2819.0,3.67,15.0
6392,6392,201508,Public Policy Analysis,81622,PUBP 6201,AC,3.0,1:35 pm - 2:55 pm,Benjamin A  Chupp ,2820.0,3.71,7.0
6393,6393,201508,Policy Tools-Environ Mgt,85390,PUBP 6314,ME,3.0,4:35 pm - 5:55 pm,Michael L  Elliott ,2821.0,2.67,7.0
6394,6394,201508,Local Econ Dev Plan&Plcy,83282,PUBP 6600,NL,3.0,3:05 pm - 5:55 pm,Nancey G  Leigh ,2822.0,4.0,2.0
6395,6395,201508,Urban Policy Analy& Plan,87243,PUBP 6604,JC,3.0,1:35 pm - 2:55 pm,Jennifer Joy  Clark ,2823.0,3.67,10.0
6396,6396,201508,Geography of Innovation,89801,PUBP 6741,JY,3.0,10:35 am - 11:55 am,Jan Linker  Youtie ,2824.0,3.7,10.0
6397,6397,201508,STS Core Seminar,91272,PUBP 6743,A,3.0,6:05 pm - 8:55 pm,Anne   Pollock ,2825.0,3.0,1.0
6398,6398,201508,Social Justice & Design,88385,PUBP 6748,CD,3.0,9:35 am - 10:55 am,Carl   DiSalvo ,2826.0,4.0,3.0
6399,6399,201508,Research Paper,88763,PUBP 6801,BN,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Bryan G  Norton ,,,
6400,6400,201508,Research Paper,87707,PUBP 6801,CL,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Cheryl   Leggon ,,,
6401,6401,201508,Research Paper,87808,PUBP 6801,DM,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Daniel Charles  Matisoff ,,,
6402,6402,201508,Research Paper,92015,PUBP 6801,GK,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Gordon A  Kingsley ,2827.0,4.0,1.0
6403,6403,201508,Research Paper,87833,PUBP 6801,GP,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Georgia A  Persons ,,,
6404,6404,201508,Research Paper,85052,PUBP 6801,JC,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Jennifer Joy  Clark ,,,
6405,6405,201508,Research Paper,87619,PUBP 6801,JDW,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",James D  White ,,,
6406,6406,201508,Research Paper,87744,PUBP 6801,JM,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Julia   Melkers ,,,
6407,6407,201508,Research Paper,87434,PUBP 6801,JW,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",John   Walsh ,,,
6408,6408,201508,Research Paper,88844,PUBP 6801,KI,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Kimberley Roussin  Isett ,,,
6409,6409,201508,Research Paper,84969,PUBP 6801,MB,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Marilyn A  Brown ,2828.0,3.0,1.0
6410,6410,201508,Research Paper,88514,PUBP 6801,MF,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Mary Frank  Fox ,,,
6411,6411,201508,Research Paper,84808,PUBP 6801,PS,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Philip Paul  Shapira ,,,
6412,6412,201508,Workshop Pub Pol Res I,89241,PUBP 8101,JW,1.0,12:05 pm - 12:55 pm,John   Walsh ,,,
6413,6413,201508,Adv Research Methods I,85280,PUBP 8200,JR,3.0,3:05 pm - 5:55 pm,Juan Douglas  Rogers ,2829.0,4.0,3.0
6414,6414,201508,Logic of Policy Inquiry,80745,PUBP 8510,JR,3.0,3:05 pm - 5:55 pm,Juan Douglas  Rogers ,2831.0,3.44,9.0
6415,6415,201508,Special Topics,91343,PUBP 8803,MB,3.0,12:05 pm - 1:25 pm,Marilyn A  Brown ,2832.0,4.0,4.0
6416,6416,201508,Special Topics,91010,PUBP 8803,MH,3.0,12:05 pm - 1:25 pm,Michael   Hoffmann ,,,
6417,6417,201508,Special Topics,91377,PUBP 8803,PS,3.0,6:05 pm - 8:55 pm,Peter P  Swire ,2833.0,4.0,3.0
6418,6418,201508,Special Topics,88571,PUBP 8803,RP,3.0,6:35 pm - 9:25 pm,Robert   Pikowsky ,2834.0,4.0,1.0
6419,6419,201508,Special Topics,91924,PUBP 8811,JB,1.0,1:35 pm - 3:25 pm,Jason D  Borenstein ,,,
6420,6420,201508,Special Topics,91108,PUBP 8813,GK,3.0,12:05 pm - 1:25 pm,Gordon A  Kingsley ,2835.0,2.0,2.0
6421,6421,201508,Special Topics,91346,PUBP 8823,MM,3.0,3:05 pm - 5:55 pm,Milton L  Mueller ,2836.0,3.75,4.0
6422,6422,201508,"Intro-Lit, Media, & Comm",89624,LMC 2000,N,3.0,12:05 pm - 1:25 pm,Nihad   Farooq ,1738.0,3.6,83.0
6423,6423,201508,Intro to STAC,89095,LMC 2100,G,3.0,12:05 pm - 12:55 pm,Blake   Leland ,1739.0,3.67,30.0
6424,6424,201508,Intro to Media Studies,89344,LMC 2400,H,3.0,3:05 pm - 4:25 pm,Sarah   Schoemann ,1740.0,3.82,30.0
6425,6425,201508,Intro to Film,89257,LMC 2500,K,3.0,8:05 am - 9:25 am,Angela   Dalle Vacche ,1741.0,3.65,33.0
6426,6426,201508,Intro to Film,90603,LMC 2500,P,3.0,1:05 pm - 1:55 pm,Qi   Wang ,1742.0,3.63,34.0
6427,6427,201508,Intro to Perform Studies,89100,LMC 2600,P,3.0,1:05 pm - 1:55 pm,Philip   Auslander ,1743.0,3.27,16.0
6428,6428,201508,Intr-Computational Media,89105,LMC 2700,F,3.0,9:35 am - 10:55 am,Yanni   Loukissas ,1745.0,3.21,76.0
6429,6429,201508,Prin of Visual Design,89106,LMC 2720,B,3.0,11:05 am - 11:55 am,Jean Ho  Chu ,1746.0,3.67,21.0
6430,6430,201508,Prin of Visual Design,89107,LMC 2720,N,3.0,12:05 pm - 1:25 pm,Mark John  Leibert ,1747.0,3.74,19.0
6431,6431,201508,Construct-Moving Image,89108,LMC 2730,J,3.0,10:05 am - 10:55 am,Devin Andrew  Wilson ,1748.0,3.38,17.0
6432,6432,201508,Special Topics in STAC,90608,LMC 2813,D,3.0,1:35 pm - 2:55 pm,Melissa   Foulger ,1749.0,3.33,4.0
6433,6433,201508,Sci Tech & Postmodernisms,90609,LMC 3116,F,3.0,9:35 am - 10:55 am,Andrew   Frazee ,1750.0,3.81,34.0
6434,6434,201508,Studies in Fiction,91483,LMC 3202,TD,3.0,1:35 pm - 2:55 pm,David Jonathan  Marcus ,1751.0,3.84,23.0
6435,6435,201508,Studies in Fiction,91586,LMC 3202,TN,3.0,12:05 pm - 1:25 pm,Lisa   Yaszek ,1752.0,2.75,4.0
6436,6436,201508,Poetry and Poetics,89112,LMC 3204,L,3.0,2:05 pm - 4:55 pm,Thomas N.  Lux ,1753.0,4.0,19.0
6437,6437,201508,Communication & Culture,89113,LMC 3206,D,3.0,1:35 pm - 2:55 pm,Jay D  Bolter ,1754.0,3.93,30.0
6438,6438,201508,Literature & Medicine,90613,LMC 3219,TN,3.0,12:05 pm - 1:25 pm,Narin   Hassan ,1755.0,3.63,30.0
6439,6439,201508,Major Authors,90614,LMC 3226,L,3.0,2:05 pm - 2:55 pm,Blake   Leland ,1756.0,3.8,17.0
6440,6440,201508,Shakespeare,89116,LMC 3228,N,3.0,12:05 pm - 1:25 pm,Robert E  Wood ,1757.0,3.59,19.0
6441,6441,201508,Creative Writing,91875,LMC 3234,D,3.0,1:35 pm - 2:55 pm,Kathleen   Goonan ,1758.0,4.0,16.0
6442,6442,201508,Creative Writing,89118,LMC 3234,HP,3.0,12:05 pm - 1:25 pm,Karen   Head ,1759.0,4.0,16.0
6443,6443,201508,Creative Writing,89280,LMC 3234,TD,3.0,1:35 pm - 2:55 pm,Justine   Reilly ,1760.0,3.83,13.0
6444,6444,201508,Film and Television,91429,LMC 3252,H,3.0,3:05 pm - 4:25 pm,Phoebe M  Bronstein ,1761.0,2.79,30.0
6445,6445,201508,Film History,89740,LMC 3254,J,3.0,10:05 am - 10:55 am,Qi   Wang ,1762.0,3.43,21.0
6446,6446,201508,Global Cinema,92012,LMC 3257,A,3.0,9:05 am - 9:55 am,Jay P  Telotte ,1763.0,2.86,9.0
6447,6447,201508,Global Cinema,91453,LMC 3257,B,3.0,11:05 am - 11:55 am,Sarah J  O'Brien ,1764.0,3.2,21.0
6448,6448,201508,Experimental Film,89265,LMC 3259,H,3.0,3:05 pm - 4:25 pm,Gregory   Zinman ,1765.0,3.43,14.0
6449,6449,201508,"Sci, Tech & Ideology",91874,LMC 3302,N,3.0,12:05 pm - 1:25 pm,Kathleen   Goonan ,1766.0,3.93,15.0
6450,6450,201508,"Science, Tech & Gender",89279,LMC 3304,TF,3.0,9:35 am - 10:55 am,Carol A  Colatrella ,1767.0,3.88,24.0
6451,6451,201508,Tech of Representation,90177,LMC 3314,D,3.0,1:35 pm - 2:55 pm,Aaron   Santesso ,1768.0,3.54,27.0
6452,6452,201508,Postcolonialism,89353,LMC 3316,N,3.0,12:05 pm - 1:25 pm,Anne   Pollock ,1769.0,3.53,34.0
6453,6453,201508,Film Technology,89258,LMC 3352,F,3.0,9:35 am - 10:55 am,Angela   Dalle Vacche ,1770.0,3.5,9.0
6454,6454,201508,Graphic & Visual Design,91619,LMC 3402,D,3.0,1:35 pm - 2:55 pm,Mark John  Leibert ,1771.0,3.33,15.0
6455,6455,201508,Graphic & Visual Design,90620,LMC 3402,TD,3.0,1:35 pm - 2:55 pm,Krystina   Madej ,1772.0,3.35,20.0
6456,6456,201508,Tech Communication,89138,LMC 3403,A,3.0,9:05 am - 9:55 am,Halcyon   Lawrence ,1773.0,3.67,18.0
6457,6457,201508,Tech Communication,89124,LMC 3403,B,3.0,11:05 am - 11:55 am,Liz   Hutter ,1774.0,3.0,18.0
6458,6458,201508,Tech Communication,89125,LMC 3403,CS,3.0,12:05 pm - 12:55 pm,Liz   Hutter ,1775.0,3.39,23.0
6459,6459,201508,Tech Communication,89140,LMC 3403,F,3.0,9:35 am - 10:55 am,Rebekah E  Fitzsimmons ,1776.0,3.58,20.0
6460,6460,201508,Tech Communication,89142,LMC 3403,K,3.0,8:05 am - 9:25 am,Rebekah E  Fitzsimmons ,1777.0,2.8,18.0
6461,6461,201508,Tech Communication,89143,LMC 3403,L,3.0,2:05 pm - 2:55 pm,Brian N  Larson ,1778.0,3.85,16.0
6462,6462,201508,Tech Communication,89144,LMC 3403,MG1,3.0,9:35 am - 10:55 am,Julia M  Smith ,,,
6463,6463,201508,Tech Communication,89146,LMC 3403,MG2,3.0,12:05 pm - 1:25 pm,Julia M  Smith ,,,
6464,6464,201508,Tech Communication,89147,LMC 3403,MG3,3.0,1:35 pm - 2:55 pm,Julia M  Smith ,,,
6465,6465,201508,Tech Communication,89148,LMC 3403,MG4,3.0,9:35 am - 10:55 am,Kathryn M  Harrison ,,,
6466,6466,201508,Tech Communication,89149,LMC 3403,MG5,3.0,12:05 pm - 1:25 pm,Kathryn M  Harrison ,,,
6467,6467,201508,Tech Communication,89151,LMC 3403,MG6,3.0,1:35 pm - 2:55 pm,Kathryn M  Harrison ,,,
6468,6468,201508,Tech Communication,89152,LMC 3403,N,3.0,12:05 pm - 1:25 pm,Rebekah E  Fitzsimmons ,1779.0,3.63,20.0
6469,6469,201508,Video Production,89155,LMC 3406,H,3.0,3:05 pm - 4:25 pm,Henry   Blumenthal ,1780.0,4.0,15.0
6470,6470,201508,Video Production,89154,LMC 3406,L,3.0,12:05 pm - 12:55 pm,Joshua Adler  Fisher ,1781.0,3.75,16.0
6471,6471,201508,Non-Linear Documents,89156,LMC 3410,F,3.0,9:35 am - 10:55 am,Rebecca   Burnett ,1782.0,3.22,11.0
6472,6472,201508,Intellectual Property,89158,LMC 3414,HP,3.0,12:05 pm - 1:25 pm,Tyanna K.  Herrington ,1783.0,3.8,10.0
6473,6473,201508,Tech Comm Approaches,90734,LMC 3431,JIA,1.0,8:05 am - 8:55 am,Liz   Hutter ,1784.0,3.86,37.0
6474,6474,201508,Tech Comm Approaches,90735,LMC 3431,JIB,1.0,12:05 pm - 12:55 pm,Halcyon   Lawrence ,1785.0,3.9,40.0
6475,6475,201508,Tech Comm Approaches,90736,LMC 3431,JIC,1.0,2:05 pm - 2:55 pm,Halcyon   Lawrence ,1786.0,4.0,40.0
6476,6476,201508,Tech Comm Approaches,90824,LMC 3431,JIR,1.0,12:05 pm - 12:55 pm,Halcyon   Lawrence ,1787.0,4.0,5.0
6477,6477,201508,Tech Comm Approaches,90823,LMC 3431,JIV,1.0,2:05 pm - 2:55 pm,Halcyon   Lawrence ,1788.0,4.0,6.0
6478,6478,201508,Tech Comm Strategies,90737,LMC 3432,JDA,2.0,9:05 am - 9:55 am,Olga   Menagarishvili ,1789.0,3.82,50.0
6479,6479,201508,Tech Comm Strategies,90738,LMC 3432,JDB,2.0,10:05 am - 10:55 am,Olga   Menagarishvili ,1790.0,3.64,49.0
6480,6480,201508,Tech Comm Strategies,90739,LMC 3432,JDC,2.0,1:05 pm - 1:55 pm,Joseph P  Weakland ,1791.0,3.76,49.0
6481,6481,201508,Tech Comm Strategies,91799,LMC 3432,JDD,2.0,3:05 pm - 3:55 pm,Joseph P  Weakland ,1792.0,3.39,49.0
6482,6482,201508,Medieval Lit & Culture,90715,LMC 3502,HP,3.0,9:35 am - 10:55 am,Richard   Utz ,1793.0,3.81,16.0
6483,6483,201508,American Culture I,89259,LMC 3508,F,3.0,9:35 am - 10:55 am,Lauren Frederica  Klein ,1794.0,3.82,30.0
6484,6484,201508,Victorian Lit & Culture,90627,LMC 3514,TF,3.0,9:35 am - 10:55 am,Narin   Hassan ,1795.0,3.75,12.0
6485,6485,201508,Prin Information Design,89162,LMC 3705,F,3.0,9:25 am - 10:55 am,Christopher Alexis  Le Dantec ,1796.0,3.47,19.0
6486,6486,201508,Prin Interaction Design,89163,LMC 3710,TH,3.0,3:05 pm - 4:25 pm,Thomas Nelson  Jenkins ,1797.0,3.5,19.0
6487,6487,201508,Global Issues&Leadership,91618,LMC 3773,H,3.0,12:05 pm - 2:55 pm,Kenneth J  Knoespel ,,,
6488,6488,201508,Special Topics Lit/Cult,90731,LMC 3823,J,3.0,10:05 am - 10:55 am,Stuart H  Goldberg ,,,
6489,6489,201508,Special Topics in STAC,89324,LMC 3833,TF,3.0,9:35 am - 10:55 am,Carl   DiSalvo ,,,
6490,6490,201508,Seminar in STAC,89164,LMC 4100,F,3.0,9:35 am - 10:55 am,Carol A  Senf ,1798.0,3.22,10.0
6491,6491,201508,Poetry and Poetics II,89170,LMC 4204,D,3.0,1:35 pm - 4:25 pm,Travis   Denton ,1800.0,4.0,7.0
6492,6492,201508,Seminar in Film Studies,89172,LMC 4500,A,3.0,9:05 am - 9:55 am,Jay P  Telotte ,1801.0,3.33,3.0
6493,6493,201508,US Rsch Proposal Writing,89183,LMC 4701,A,1.0,5:05 pm - 5:55 pm,Malavika   Shetty ,1804.0,3.79,16.0
6494,6494,201508,US Rsch Proposal Writing,89184,LMC 4701,B,1.0,11:05 am - 11:55 am,Malavika   Shetty ,1805.0,3.69,16.0
6495,6495,201508,US Rsch Proposal Writing,89185,LMC 4701,C,1.0,11:05 am - 11:55 am,Malavika   Shetty ,1806.0,3.92,13.0
6496,6496,201508,US Rsch Thesis Writing,89186,LMC 4702,A,1.0,4:05 pm - 4:55 pm,Malavika   Shetty ,1807.0,4.0,7.0
6497,6497,201508,US Rsch Thesis Writing,89187,LMC 4702,B,1.0,11:05 am - 11:55 am,Malavika   Shetty ,1808.0,3.93,15.0
6498,6498,201508,US Rsch Thesis Writing,89188,LMC 4702,C,1.0,10:05 am - 10:55 am,Malavika   Shetty ,1809.0,4.0,5.0
6499,6499,201508,Game Design,91508,LMC 4725,TD,3.0,1:35 pm - 2:55 pm,Laine A  Nooney ,1810.0,3.91,11.0
6500,6500,201508,Special Topics,89946,LMC 4813,CS1,3.0,"<ABBR title = ""To Be Announced"">TBA</ABBR>",Carol A  Senf ,,,
6501,6501,201508,Special Topics,90628,LMC 4813,TN,3.0,12:05 pm - 1:25 pm,Lisa   Yaszek ,1811.0,2.83,7.0
6502,6502,201508,Special Topics,90629,LMC 4813,TN2,3.0,12:05 pm - 1:25 pm,Krystina   Madej ,,,
6503,6503,201508,Issues in Media Studies,91472,LMC 6215,LY,3.0,12:05 pm - 1:25 pm,Lisa   Yaszek ,1813.0,3.6,6.0
6504,6504,201508,Issues in Media Studies,89503,LMC 6215,RB,3.0,9:35 am - 10:55 am,Rebecca   Burnett ,1814.0,4.0,3.0
6505,6505,201508,The Computer Expressive,89509,LMC 6310,BM,3.0,9:35 am - 10:55 am,Brian S  Magerko ,1815.0,3.29,22.0
6506,6506,201508,Prin of Interaction Desi,89519,LMC 6313,JM,3.0,10:05 am - 11:55 am,Janet H  Murray ,1816.0,3.64,25.0
6507,6507,201508,Historical Approahces Di,90723,LMC 6316,IB,3.0,12:05 pm - 2:55 pm,Ian   Bogost ,1817.0,3.0,6.0
6508,6508,201508,Intellectual Property,90725,LMC 6319,TH,3.0,12:05 pm - 1:25 pm,Tyanna K.  Herrington ,,,
6509,6509,201508,Game Design and Analysis,91891,LMC 6325,LN,3.0,1:35 pm - 2:55 pm,Laine A  Nooney ,1818.0,4.0,4.0
6510,6510,201508,Project Studio,90717,LMC 6650,CL,3.0,2:05 pm - 4:55 pm,Christopher Alexis  Le Dantec ,1819.0,3.67,6.0
6511,6511,201508,Project Studio,89539,LMC 6650,JM,3.0,4:05 pm - 5:55 pm,Janet H  Murray ,1820.0,4.0,11.0
6512,6512,201508,Project Studio,90722,LMC 6650,MN,3.0,1:35 pm - 2:55 pm,Michael   Nitsche ,1821.0,3.67,6.0
6513,6513,201508,Project Studio,89523,LMC 6650,NJ,3.0,1:05 pm - 3:55 pm,Nassim   Jafarinaimi ,1822.0,4.0,7.0
6514,6514,201508,Project Studio,90720,LMC 6650,YL,3.0,2:05 pm - 4:55 pm,Yanni   Loukissas ,1823.0,3.75,8.0
6515,6515,201508,STS Core Seminar,91263,LMC 6743,AP,3.0,6:05 pm - 8:55 pm,Anne   Pollock ,1824.0,4.0,3.0
6516,6516,201508,Social Justice & Design,89623,LMC 6748,CD,3.0,9:35 am - 10:55 am,Carl   DiSalvo ,1825.0,4.0,7.0
6517,6517,201508,HCI Prof Prep & Practice,89540,LMC 6753,JF,1.0,3:05 pm - 4:55 pm,Richard Lewis  Henneman ,1826.0,4.0,6.0
